d:cdsxmatch,i:fid,i:jd,i:magpsf,i:objectId,i:sigmapsf
Star,1,2459673.9679745,16.747915,ZTF18abadmoc,0.061776564000000006
Star,1,2459550.7344792,17.077839,ZTF18abadmoc,0.04849008
Star,1,2459550.7186111,17.047377,ZTF18abadmoc,0.057736880000000004
Star,2,2459550.6200463,16.096968,ZTF18abadmoc,0.038341008
Star,2,2459550.6191088,15.821852,ZTF18abadmoc,0.05352437
Star,1,2459540.7662963,17.238255,ZTF18abadmoc,0.06842752
Star,2,2459540.7075579,15.972854,ZTF18abadmoc,0.047952224
Star,2,2459540.6577315,16.365992,ZTF18abadmoc,0.025529616
Star,2,2459537.8053241,16.066666,ZTF18abadmoc,0.05583272500000001
Star,1,2459537.7412037,17.003128,ZTF18abadmoc,0.058797736
Star,1,2459537.7189005,16.97906,ZTF18abadmoc,0.06286512
Star,1,2459531.8387847,18.06367,ZTF18abadmoc,0.10005042
Star,1,2459531.8024306,18.081514,ZTF18abadmoc,0.09711593
Star,2,2459531.6583449,16.74318,ZTF18abadmoc,0.046621199999999995
Star,1,2459529.7565394,18.1662,ZTF18abadmoc,0.09843787
Star,1,2459529.7406366,17.723818,ZTF18abadmoc,0.067891486
Star,2,2459529.7004167,16.61242,ZTF18abadmoc,0.08384448
Star,2,2459529.6829051,16.99809,ZTF18abadmoc,0.08938822
Star,1,2459526.7228935,17.110504,ZTF18abadmoc,0.08430198600000001
Star,1,2459526.7030093,17.079872,ZTF18abadmoc,0.022472695
Star,2,2459526.6327199,16.087605,ZTF18abadmoc,0.042287175
Star,1,2459524.8253588,16.977163,ZTF18abadmoc,0.083989516
Star,2,2459524.6777199,15.790336,ZTF18abadmoc,0.09179951
Star,1,2459524.6388773,16.764612,ZTF18abadmoc,0.06315426
Star,1,2459522.7495486,16.844732,ZTF18abadmoc,0.039765760000000004
Star,1,2459522.7244097,16.823994,ZTF18abadmoc,0.041109923
Star,2,2459522.7024421,15.808062,ZTF18abadmoc,0.044644054
Star,2,2459522.701956,15.566538,ZTF18abadmoc,0.09222987
Star,1,2459520.8080671,17.354483,ZTF18abadmoc,0.07028927
Star,1,2459520.7844792,17.269611,ZTF18abadmoc,0.057990730000000004
Star,2,2459520.7218519,16.27184,ZTF18abadmoc,0.018309874
Star,1,2459517.7002778,17.195934,ZTF18abadmoc,0.05135747
Star,1,2459517.6779745,17.036213,ZTF18abadmoc,0.073323555
Star,2,2459517.6395139,16.156322,ZTF18abadmoc,0.015650174
Star,1,2459504.7406481,17.835107999999998,ZTF18abadmoc,0.09575228
Star,1,2459504.7217593,18.068933,ZTF18abadmoc,0.12991436
Star,1,2459502.8860417,17.779764,ZTF18abadmoc,0.088107735
Star,2,2459502.8453819,16.537968,ZTF18abadmoc,0.06108898
Star,1,2459498.8461574,17.551643,ZTF18abadmoc,0.039440304
Star,1,2459497.8638542,17.234411,ZTF18abadmoc,0.035279244
Star,1,2459494.6818866,16.798756,ZTF18abadmoc,0.05154594
Star,1,2459491.7951968,16.924074,ZTF18abadmoc,0.05024811
Star,2,2459491.6983681,15.948485999999999,ZTF18abadmoc,0.07431145
Star,1,2459489.8285995,17.117079,ZTF18abadmoc,0.05589066
Star,2,2459489.7894444,15.867134,ZTF18abadmoc,0.048478745000000004
Star,2,2459489.7884954,16.023113,ZTF18abadmoc,0.0438821
Star,1,2459489.7462731,17.192604,ZTF18abadmoc,0.077726394
Star,2,2459487.8369676,16.589764,ZTF18abadmoc,0.057505295000000005
Star,2,2459487.8296065,16.201794,ZTF18abadmoc,0.09165282500000001
Star,1,2459487.7636921,17.453579,ZTF18abadmoc,0.047990534
Star,1,2459487.7627431,17.358002,ZTF18abadmoc,0.053134408
Star,1,2459485.7847685,17.246437,ZTF18abadmoc,0.08996022000000001
Star,1,2459485.7838194,17.27734,ZTF18abadmoc,0.08171649
Star,2,2459485.7209491,16.471035,ZTF18abadmoc,0.061630264000000004
Star,1,2459480.8507407,16.623352,ZTF18abadmoc,0.037294317
Star,1,2459480.831794,16.57367,ZTF18abadmoc,0.046348672
Star,2,2459480.7677199,15.458995,ZTF18abadmoc,0.081919394
Star,1,2459478.8461227,16.13628,ZTF18abadmoc,0.03774755
Star,1,2459478.8268519,16.148506,ZTF18abadmoc,0.035116486
Star,2,2459478.7451736,14.99266,ZTF18abadmoc,0.06329649
Star,2,2459478.7178588,15.14979,ZTF18abadmoc,0.033948325
Star,2,2459476.8416204,15.687966,ZTF18abadmoc,0.051149834000000005
Star,2,2459476.8297454,15.553663,ZTF18abadmoc,0.10139781
Star,1,2459476.7557407,16.66416,ZTF18abadmoc,0.0424663
Star,1,2459476.7538542,16.745953,ZTF18abadmoc,0.043401446
Star,1,2459473.8939815,16.516232,ZTF18abadmoc,0.035313148
Star,1,2459473.8863889,16.591942,ZTF18abadmoc,0.046849363000000005
Star,1,2459471.7887153,16.693134,ZTF18abadmoc,0.054213013000000004
Star,1,2459471.7854051,16.65742,ZTF18abadmoc,0.05270844
Star,2,2459471.7393866,15.757255,ZTF18abadmoc,0.049319897
Star,2,2459471.7384028,15.49887,ZTF18abadmoc,0.060274202000000006
Star,1,2459469.7635417,16.32613,ZTF18abadmoc,0.035419952000000005
Star,2,2459467.8662384,15.013042,ZTF18abadmoc,0.034588646
Star,1,2459467.7204051,16.09041,ZTF18abadmoc,0.05381889300000001
Star,1,2459467.699294,16.075485,ZTF18abadmoc,0.041166857
Star,2,2459465.848287,15.152196,ZTF18abadmoc,0.033200346
Star,2,2459465.8473495,15.310868,ZTF18abadmoc,0.036327780000000004
Star,1,2459465.8070833,16.262932,ZTF18abadmoc,0.028103117
Star,1,2459465.806088,16.295876,ZTF18abadmoc,0.05181046
Star,2,2459463.7819329,14.986909,ZTF18abadmoc,0.03404019
Star,1,2459463.7500231,16.030827,ZTF18abadmoc,0.03314787
Star,1,2459463.7485648,16.088793,ZTF18abadmoc,0.030067962
Star,2,2459461.80375,14.944435,ZTF18abadmoc,0.05649415
Star,1,2459461.7484722,16.207441,ZTF18abadmoc,0.039342746000000005
Star,1,2459461.717662,16.16326,ZTF18abadmoc,0.03493177
Star,1,2459459.804919,16.306274,ZTF18abadmoc,0.024797395
Star,1,2459459.7879861,16.251837,ZTF18abadmoc,0.030237496000000003
Star,1,2459455.7477894,16.215322,ZTF18abadmoc,0.032334477
Star,1,2459455.7468403,16.266188,ZTF18abadmoc,0.030701268
Star,2,2459453.788206,15.368775,ZTF18abadmoc,0.060477845
Star,1,2459453.7282986,16.338049,ZTF18abadmoc,0.03279142
Star,1,2459453.7268403,16.395298,ZTF18abadmoc,0.06142837
Star,1,2459450.9231597,16.899843,ZTF18abadmoc,0.05244314
Star,1,2459450.9164468,16.891342,ZTF18abadmoc,0.05103308
Star,2,2459450.8431019,15.943268,ZTF18abadmoc,0.08297639999999999
Star,1,2459448.7015625,17.040808,ZTF18abadmoc,0.06608835
Star,1,2459447.8146875,16.618244,ZTF18abadmoc,0.04077784
Star,1,2459443.8478704,16.473642,ZTF18abadmoc,0.06399854
Star,1,2459442.8069907,16.540161,ZTF18abadmoc,0.052967366
Star,1,2459440.9109259,16.809486,ZTF18abadmoc,0.07145714
Star,2,2459440.8078125,15.85717,ZTF18abadmoc,0.090227075
Star,1,2459440.7844907,16.821127,ZTF18abadmoc,0.052866288000000004
Star,1,2459438.9021991,16.737183,ZTF18abadmoc,0.04083905
Star,1,2459438.8657523,16.673992,ZTF18abadmoc,0.039892036000000006
Star,2,2459438.8299306,15.649158,ZTF18abadmoc,0.060019456000000006
Star,1,2459435.9109722,16.572231,ZTF18abadmoc,0.056123924000000006
Star,1,2459435.8897801,16.585726,ZTF18abadmoc,0.055721473
Star,2,2459430.8655903,15.420703,ZTF18abadmoc,0.08053798
Star,1,2459430.8273958,16.600842,ZTF18abadmoc,0.041288387
Star,1,2459430.8048148,16.548386,ZTF18abadmoc,0.048733953
Star,2,2459428.8746065,16.118254,ZTF18abadmoc,0.01619135
Star,2,2459428.8736574,15.788665,ZTF18abadmoc,0.08817526
Star,1,2459428.8306019,16.96726,ZTF18abadmoc,0.03746733
Star,1,2459428.8047454,16.862923,ZTF18abadmoc,0.046142347
Star,1,2459426.8674537,16.86486,ZTF18abadmoc,0.05901138
Star,1,2459426.8422454,16.806778,ZTF18abadmoc,0.07859321
Star,2,2459424.823669,16.177418,ZTF18abadmoc,0.060156923
Star,1,2459424.794537,17.12856,ZTF18abadmoc,0.0501495
Star,1,2459424.7870255,17.051294,ZTF18abadmoc,0.05996796
Star,2,2459419.9466319,15.899752,ZTF18abadmoc,0.06354084
Star,1,2459419.899375,16.852848,ZTF18abadmoc,0.092932865
Star,1,2459410.9516782,17.514933,ZTF18abadmoc,0.09149657
Star,1,2459409.9064352,17.298126,ZTF18abadmoc,0.070116706
Star,2,2459409.8039815,16.11581,ZTF18abadmoc,0.090095036
Star,1,2459408.8894676,17.073526,ZTF18abadmoc,0.054261208000000005
Star,2,2459407.8251505,16.106152,ZTF18abadmoc,0.088165194
Star,1,2459407.7839583,17.131118999999998,ZTF18abadmoc,0.05246942
Star,2,2459404.9587153,15.857694,ZTF18abadmoc,0.055354036
Star,1,2459404.8878009,16.931545,ZTF18abadmoc,0.06335261
Star,1,2459403.9114583,16.815014,ZTF18abadmoc,0.07273482
Star,2,2459402.8996875,15.8731,ZTF18abadmoc,0.01243109
Star,1,2459402.8506713,16.806967,ZTF18abadmoc,0.04614177
Star,1,2459401.9060301,16.294939,ZTF18abadmoc,0.03602392
Star,1,2459400.8868287,16.321482,ZTF18abadmoc,0.043299202
Star,1,2459395.9290509,17.276573,ZTF18abadmoc,0.05456295
Star,1,2459395.8927662,17.235,ZTF18abadmoc,0.06490024
Star,1,2459393.8751852,17.626640000000002,ZTF18abadmoc,0.06162956
Star,1,2459391.9298843,17.335566,ZTF18abadmoc,0.06134177700000001
Star,1,2459391.9279745,17.407675,ZTF18abadmoc,0.06159577
Star,2,2459391.8227778,16.450253,ZTF18abadmoc,0.092370376
Star,2,2459387.9333333,16.30749,ZTF18abadmoc,0.07946353
Star,1,2459387.8933449,16.93566,ZTF18abadmoc,0.047987353
Star,1,2459387.8704745,17.004421,ZTF18abadmoc,0.04249412
Star,1,2459385.9258218,16.541294,ZTF18abadmoc,0.04026851
Star,1,2459385.907419,16.51717,ZTF18abadmoc,0.03342476
Star,2,2459385.8896296,15.339448,ZTF18abadmoc,0.051657293
Star,2,2459382.9515741,15.421771,ZTF18abadmoc,0.08072756
Star,2,2459382.9501273,15.641726,ZTF18abadmoc,0.05664856
Star,1,2459382.9296412,16.593504,ZTF18abadmoc,0.036910355
Star,2,2459380.9476389,15.405936,ZTF18abadmoc,0.051126823
Star,1,2459380.9318866,16.58303,ZTF18abadmoc,0.08271299
Star,1,2459378.9320023,17.718424,ZTF18abadmoc,0.071865305
Star,1,2459378.9310648,17.861305,ZTF18abadmoc,0.059002385000000004
Star,2,2459374.9502662,16.464401,ZTF18abadmoc,0.068678506
Star,1,2459374.9168403,17.332247,ZTF18abadmoc,0.06126331
Star,1,2459373.9444213,17.442236,ZTF18abadmoc,0.054438308000000005
Star,2,2459371.9496065,16.957268,ZTF18abadmoc,0.16209778
Star,1,2459370.9235648,17.866734,ZTF18abadmoc,0.07303432
Star,1,2459367.9540394,17.180702,ZTF18abadmoc,0.06317798
Star,1,2459367.9286574,17.09609,ZTF18abadmoc,0.048325453000000004
Star,2,2459367.9045139,15.832509,ZTF18abadmoc,0.06064959
Star,2,2459367.8912384,16.151823,ZTF18abadmoc,0.08663557
Star,1,2459365.9496875,17.575373,ZTF18abadmoc,0.12131920500000001
Star,2,2459362.9452199,16.454777,ZTF18abadmoc,0.09591487
Star,1,2459362.9099421,17.326317,ZTF18abadmoc,0.061398618
Star,1,2459362.909456,17.316383,ZTF18abadmoc,0.058345433
Star,2,2459359.9072801,16.666782,ZTF18abadmoc,0.09628577
Star,1,2459359.8242708,17.497976,ZTF18abadmoc,0.08951538
Star,2,2459358.9663773,16.88236,ZTF18abadmoc,0.17201306
Star,1,2459358.9549074,17.77278,ZTF18abadmoc,0.08032886
Star,1,2459356.9646181,16.174288,ZTF18abadmoc,0.030351333
Star,2,2459337.9712616,16.95513,ZTF18abadmoc,0.0881382
Star,1,2459337.9250347,17.819553,ZTF18abadmoc,0.09092598
Star,1,2459329.9702431,17.34438,ZTF18abadmoc,0.06570894000000001
Star,2,2459329.9555093,16.423878,ZTF18abadmoc,0.059277326000000005
Star,2,2459325.9747569,16.476042,ZTF18abadmoc,0.057702790000000004
Star,1,2459325.9473958,17.402027,ZTF18abadmoc,0.044283286000000005
Star,1,2459305.9906829,16.446373,ZTF18abadmoc,0.02627124
Star,2,2459305.9704398,15.446286,ZTF18abadmoc,0.024698130000000002
Star,1,2459230.6823611,17.306168,ZTF18abadmoc,0.04673254
Star,2,2459230.6139699,16.181803,ZTF18abadmoc,0.08375715
Star,2,2459226.6220718,16.90229,ZTF18abadmoc,0.09822472
Star,1,2459224.6788194,18.426777,ZTF18abadmoc,0.15470594000000001
Star,2,2459224.6172106,17.776636,ZTF18abadmoc,0.15642436
Star,1,2459202.6782639,18.068737,ZTF18abadmoc,0.10015153
Star,1,2459199.6962963,17.738838,ZTF18abadmoc,0.088300295
Star,1,2459199.6765972,17.779783,ZTF18abadmoc,0.07864067
Star,2,2459199.5995718,16.767263,ZTF18abadmoc,0.071817406
Star,2,2459197.7163426,16.927984,ZTF18abadmoc,0.09932286
Star,1,2459195.6578935,17.980345,ZTF18abadmoc,0.09274199999999999
Star,1,2459194.6976968,18.27567,ZTF18abadmoc,0.09604213
Star,2,2459194.6144907,17.436789,ZTF18abadmoc,0.08971894500000001
Star,1,2459188.6744444,18.361769,ZTF18abadmoc,0.15776062
Star,1,2459188.6573611,18.484312,ZTF18abadmoc,0.10483327
Star,1,2459186.6352546,18.372572,ZTF18abadmoc,0.15019128
Star,1,2459184.6793634,18.150059,ZTF18abadmoc,0.11177271
Star,1,2459182.6511921,17.880465,ZTF18abadmoc,0.14385362000000002
Star,1,2459182.6343056,18.04258,ZTF18abadmoc,0.12015565
Star,2,2459182.5987037,17.393114,ZTF18abadmoc,0.10970104
Star,1,2459180.6796528,17.959516999999998,ZTF18abadmoc,0.13318463
Unknown,1,2459180.6525116,17.987019,ZTF18abadmoc,0.11268625400000001
Star,1,2459178.6401736,17.995653,ZTF18abadmoc,0.09538905
Star,1,2459178.6148958,18.015991,ZTF18abadmoc,0.16862154000000001
Star,1,2459169.7204745,18.185202,ZTF18abadmoc,0.07777383
Star,1,2459164.7591782,18.19121,ZTF18abadmoc,0.13299286
Star,1,2459157.8025694,17.66406,ZTF18abadmoc,0.07830402
Star,1,2459157.8015856,17.786465,ZTF18abadmoc,0.071813375
Star,1,2459155.6768403,17.589615,ZTF18abadmoc,0.042851683
Star,2,2459155.6219097,16.54763,ZTF18abadmoc,0.13877752000000002
Star,1,2459151.6581481,18.491377,ZTF18abadmoc,0.17161314
Star,1,2459140.6856597,17.526958,ZTF18abadmoc,0.06999511
Star,1,2459140.6615278,17.459955,ZTF18abadmoc,0.037464015
Star,1,2459138.7184259,17.86036,ZTF18abadmoc,0.12668255
Star,2,2459134.6761574,17.42432,ZTF18abadmoc,0.10956279000000001
Star,1,2459131.7659954,16.808683,ZTF18abadmoc,0.03707837
Star,1,2459129.8199537,17.134844,ZTF18abadmoc,0.065559305
Star,1,2459129.786088,17.069616,ZTF18abadmoc,0.053471755
Star,2,2459129.7450347,16.222433,ZTF18abadmoc,0.08482431
Star,2,2459129.7152431,15.942552,ZTF18abadmoc,0.10668065
Star,2,2459126.8404861,16.107277,ZTF18abadmoc,0.06884862
Star,1,2459126.7366435,17.068298,ZTF18abadmoc,0.06473408
Star,2,2459125.8122569,15.978098,ZTF18abadmoc,0.08875611
Star,1,2459125.7384838,17.139566,ZTF18abadmoc,0.099386714
Star,2,2459124.7684375,15.842232,ZTF18abadmoc,0.097379
Star,2,2459124.7670255,16.19528,ZTF18abadmoc,0.07711337
Star,2,2459123.8092245,15.632307,ZTF18abadmoc,0.09240553500000001
Star,2,2459123.8077778,15.887754,ZTF18abadmoc,0.043493364
Star,1,2459123.6800579,16.78525,ZTF18abadmoc,0.04858823
Star,1,2459123.6791204,16.773998,ZTF18abadmoc,0.038526833
Star,1,2459122.760544,16.795593,ZTF18abadmoc,0.048381835000000005
Star,1,2459122.7596181,16.857826,ZTF18abadmoc,0.060576882000000006
Star,2,2459122.7251389,15.745007,ZTF18abadmoc,0.07567442
Star,2,2459122.7242014,15.922761,ZTF18abadmoc,0.035903620000000004
Star,1,2459121.7874421,16.624807,ZTF18abadmoc,0.039122199999999996
Star,1,2459121.7865046,16.67257,ZTF18abadmoc,0.034393955000000004
Star,1,2459120.7432755,16.395931,ZTF18abadmoc,0.04024514
Star,1,2459120.7423495,16.425938,ZTF18abadmoc,0.040844176
Star,2,2459119.8895139,15.21085,ZTF18abadmoc,0.02376926
Star,1,2459119.8684028,16.398865,ZTF18abadmoc,0.04579282
Star,1,2459119.8674653,16.401625,ZTF18abadmoc,0.04401868
Star,1,2459119.7398264,16.450245,ZTF18abadmoc,0.038457185000000005
Star,1,2459119.7388889,16.42836,ZTF18abadmoc,0.03426532
Star,1,2459117.7473611,17.176502,ZTF18abadmoc,0.05857011300000001
Star,1,2459116.7838889,17.44147,ZTF18abadmoc,0.11698292
Star,1,2459116.7578009,17.56034,ZTF18abadmoc,0.08777854
Star,1,2459115.7261343,17.73174,ZTF18abadmoc,0.12216203
Star,1,2459113.8695023,17.77304,ZTF18abadmoc,0.09967529
Star,1,2459113.8685764,17.653116,ZTF18abadmoc,0.07912741
Star,2,2459113.8322222,16.632992,ZTF18abadmoc,0.096749716
Star,2,2459102.9092708,16.295187,ZTF18abadmoc,0.06236665
Star,1,2459097.9112616,17.664381,ZTF18abadmoc,0.05450445
Star,1,2459097.8416782,17.473862,ZTF18abadmoc,0.063076645
Star,1,2459097.8397569,17.56978,ZTF18abadmoc,0.07366923
Star,2,2459097.8027083,16.441795,ZTF18abadmoc,0.05752787
Star,2,2459097.7646296,16.728258,ZTF18abadmoc,0.04132869
Star,1,2459093.9312847,18.293219,ZTF18abadmoc,0.115694135
Star,1,2459092.8124769,17.180931,ZTF18abadmoc,0.069777586
Star,1,2459092.8106019,17.314342,ZTF18abadmoc,0.04625083
Star,1,2459091.7867477,16.969664,ZTF18abadmoc,0.044205327
Star,1,2459091.7670718,16.951189,ZTF18abadmoc,0.04884419
Star,1,2459090.7698495,17.005438,ZTF18abadmoc,0.05622494
Star,1,2459090.7679861,17.114935,ZTF18abadmoc,0.0496189
Star,2,2459089.9247454,15.885339,ZTF18abadmoc,0.052563913000000004
Star,2,2459089.9242593,15.58611,ZTF18abadmoc,0.12384181500000001
Star,1,2459089.8864468,16.912874,ZTF18abadmoc,0.042271353000000005
Star,1,2459089.8855093,16.96093,ZTF18abadmoc,0.056463603
Star,1,2459089.8031829,16.98584,ZTF18abadmoc,0.057245830000000004
Star,2,2459088.8779282,15.489132,ZTF18abadmoc,0.06170179
Star,1,2459088.8078009,16.727783,ZTF18abadmoc,0.034680773000000005
Star,2,2459086.9151042,15.913586,ZTF18abadmoc,0.08264545
Star,1,2459086.8017014,16.986412,ZTF18abadmoc,0.037200738000000004
Star,1,2459086.8007755,17.0141,ZTF18abadmoc,0.09005809000000001
Star,1,2459085.8667708,16.94523,ZTF18abadmoc,0.12346019
Star,1,2459085.8454282,16.940807,ZTF18abadmoc,0.062373143000000006
Star,1,2459085.8402546,16.996347,ZTF18abadmoc,0.062112167
Star,1,2459085.8393171,16.971045,ZTF18abadmoc,0.06762502000000001
Star,2,2459085.8239815,15.947547,ZTF18abadmoc,0.081217974
Star,1,2459084.844537,16.961637,ZTF18abadmoc,0.041493826000000004
Star,1,2459084.8431019,16.96695,ZTF18abadmoc,0.051800467
Star,2,2459084.7996065,15.916205,ZTF18abadmoc,0.07331376
Star,1,2459082.8452662,16.665104,ZTF18abadmoc,0.07233947
Star,1,2459082.822963,16.666704,ZTF18abadmoc,0.06192651800000001
Star,1,2459082.8177315,16.751787,ZTF18abadmoc,0.03481604
Star,1,2459082.7964583,16.62977,ZTF18abadmoc,0.05734338
Star,2,2459082.7635301,15.396459,ZTF18abadmoc,0.07600473
Star,2,2459081.9325463,15.601015,ZTF18abadmoc,0.058482748
Star,2,2459081.9311227,15.384445,ZTF18abadmoc,0.08632741000000001
Star,2,2459081.8819444,15.407365,ZTF18abadmoc,0.07067567
Star,2,2459081.8626389,15.64479,ZTF18abadmoc,0.036720477
Star,1,2459081.8150579,16.630014,ZTF18abadmoc,0.047905155000000005
Star,1,2459080.9584259,16.467695,ZTF18abadmoc,0.041393377
Star,1,2459080.8848148,16.433361,ZTF18abadmoc,0.048090270000000004
Star,2,2459080.8654861,15.321717,ZTF18abadmoc,0.05118681
Star,2,2459080.8458912,15.279868,ZTF18abadmoc,0.07712899000000001
Star,1,2459079.8197454,16.527966,ZTF18abadmoc,0.05058301
Star,1,2459078.8684606,16.672394,ZTF18abadmoc,0.05887495
Star,1,2459077.8557755,16.682331,ZTF18abadmoc,0.06681970500000001
Star,1,2459077.8451505,16.625092,ZTF18abadmoc,0.049224637
Star,2,2459076.861412,15.193829,ZTF18abadmoc,0.06946909400000001
Star,2,2459076.8540162,15.112244,ZTF18abadmoc,0.061780944000000004
Star,1,2459076.8073495,16.214584,ZTF18abadmoc,0.17901282000000002
Star,1,2459075.8959838,16.39367,ZTF18abadmoc,0.036712147
Star,1,2459075.8463542,16.416323,ZTF18abadmoc,0.064217456
Star,1,2459075.8454282,16.401356,ZTF18abadmoc,0.037897337
Star,1,2459073.8900347,16.535744,ZTF18abadmoc,0.046597783000000004
Star,1,2459073.8265394,16.631002,ZTF18abadmoc,0.04395673
Star,1,2459072.9068866,16.68361,ZTF18abadmoc,0.046165384000000004
Star,1,2459071.9462384,16.624266,ZTF18abadmoc,0.048715685
Star,1,2459071.9443634,16.686497,ZTF18abadmoc,0.04312178
Star,1,2459071.9268866,16.640821,ZTF18abadmoc,0.052572906
Star,2,2459069.9443866,15.53059,ZTF18abadmoc,0.07668764
Star,2,2459069.9438889,15.382125,ZTF18abadmoc,0.06702575
Star,1,2459069.8723148,16.531946,ZTF18abadmoc,0.041164137
Star,1,2459068.9492708,16.877123,ZTF18abadmoc,0.052493207
Star,2,2459068.8960185,15.815572,ZTF18abadmoc,0.039190136
Star,2,2459068.8713773,15.581537,ZTF18abadmoc,0.10518427
Star,2,2459068.8385417,15.879218999999999,ZTF18abadmoc,0.03909385
Star,2,2459067.9245023,15.673603,ZTF18abadmoc,0.08879554
Star,1,2459067.883831,16.970354,ZTF18abadmoc,0.05172959
Star,1,2459067.8530208,16.979921,ZTF18abadmoc,0.03509813
Star,1,2459067.848287,16.943975000000002,ZTF18abadmoc,0.04074135
Star,2,2459066.9971181,15.656484,ZTF18abadmoc,0.060333736000000006
Star,2,2459066.9543056,15.658895,ZTF18abadmoc,0.08664682
Star,1,2459066.9091551,16.960318,ZTF18abadmoc,0.048265416000000005
Star,1,2459066.8768287,16.920712,ZTF18abadmoc,0.07680971
Star,1,2459066.8416667,16.892517,ZTF18abadmoc,0.038242456
Star,2,2459065.9264815,16.257301,ZTF18abadmoc,0.0397374
Star,2,2459065.8634144,16.149788,ZTF18abadmoc,0.068032116
Star,2,2459065.8624769,15.841361,ZTF18abadmoc,0.08140799400000001
Star,1,2459065.7607407,17.11709,ZTF18abadmoc,0.07417866000000001
Star,1,2459065.7353125,17.209606,ZTF18abadmoc,0.052622642000000004
Star,1,2459064.9895949,17.020542,ZTF18abadmoc,0.038186062
Star,2,2459064.9297338,15.622731,ZTF18abadmoc,0.08680577
Star,2,2459064.8289583,15.924479,ZTF18abadmoc,0.034797482000000005
Star,2,2459064.8280208,15.64421,ZTF18abadmoc,0.066871226
Star,1,2459063.9766319,17.29189,ZTF18abadmoc,0.069453396
Star,2,2459063.8608681,15.832599,ZTF18abadmoc,0.08547141400000001
Star,2,2459063.80375,15.897275,ZTF18abadmoc,0.081507966
Star,2,2459063.8028125,16.23026,ZTF18abadmoc,0.047835212
Star,2,2459062.9735764,16.17089,ZTF18abadmoc,0.063791186
Star,1,2459062.928287,17.145416,ZTF18abadmoc,0.052013785
Star,1,2459062.9273611,17.130575,ZTF18abadmoc,0.057787806000000004
Star,2,2459062.8322685,16.047106,ZTF18abadmoc,0.0364535
Star,1,2459060.8888079,17.324745,ZTF18abadmoc,0.06282205
Star,1,2459060.8679745,17.32486,ZTF18abadmoc,0.09008092000000001
Star,1,2459060.8660532,17.297295,ZTF18abadmoc,0.07266746
Star,1,2459057.9081829,16.98544,ZTF18abadmoc,0.049524907
Star,1,2459057.8853241,16.982899,ZTF18abadmoc,0.057224899999999995
Star,2,2459057.8586458,15.773371,ZTF18abadmoc,0.059747680000000004
Star,1,2459055.8976852,17.075554,ZTF18abadmoc,0.048439715
Star,1,2459055.8891088,17.044937,ZTF18abadmoc,0.02160635
Star,1,2459054.9495023,17.040577,ZTF18abadmoc,0.060240936
Star,2,2459054.9162153,15.732339,ZTF18abadmoc,0.07839508
Star,2,2459054.9157292,16.007643,ZTF18abadmoc,0.052441765
Star,2,2459054.9152662,15.993756,ZTF18abadmoc,0.053471446000000006
Star,2,2459054.9147685,15.716955,ZTF18abadmoc,0.07421419
Star,2,2459053.9508796,16.189646,ZTF18abadmoc,0.08176642
Star,1,2459053.9131944,17.378586,ZTF18abadmoc,0.055047099999999995
Star,1,2459053.911794,17.353422,ZTF18abadmoc,0.103987955
Star,1,2459053.8983796,17.339182,ZTF18abadmoc,0.058257673
Star,1,2459053.8788194,17.341808,ZTF18abadmoc,0.05472072
Star,1,2459052.9463889,17.37229,ZTF18abadmoc,0.10598729600000001
Star,1,2459052.9454514,17.356869,ZTF18abadmoc,0.06609729
Star,2,2459052.915,16.276894,ZTF18abadmoc,0.10747835
Star,2,2459052.9140625,16.211464,ZTF18abadmoc,0.10381784000000001
Star,2,2459051.9089931,16.321535,ZTF18abadmoc,0.07325398
Star,1,2459051.8297338,17.45707,ZTF18abadmoc,0.0975964
Star,1,2459051.8287963,17.38654,ZTF18abadmoc,0.107817404
Star,2,2459049.9128935,16.319695,ZTF18abadmoc,0.11991396
Star,1,2459049.825463,17.421356,ZTF18abadmoc,0.08377783
Star,1,2459049.8245255,17.310678,ZTF18abadmoc,0.073102735
Star,1,2459048.9472801,17.302866,ZTF18abadmoc,0.10207743
Star,1,2459048.9463426,17.371687,ZTF18abadmoc,0.07742475
Star,1,2459047.9467014,17.221146,ZTF18abadmoc,0.086092465
Star,2,2459047.915787,16.189867,ZTF18abadmoc,0.06791966
Star,1,2459047.7799884,17.121344,ZTF18abadmoc,0.028502857000000003
Star,2,2459046.916412,16.302847,ZTF18abadmoc,0.08797232
Star,2,2459046.9064815,16.228662,ZTF18abadmoc,0.09038299999999999
Star,1,2459046.8680093,17.348833,ZTF18abadmoc,0.07191543
Star,1,2459046.8670718,17.330786,ZTF18abadmoc,0.076101996
Star,1,2459045.9519792,17.466463,ZTF18abadmoc,0.08052913
Star,2,2459045.8516551,16.35542,ZTF18abadmoc,0.059766334000000004
Star,1,2459045.7769676,17.210985,ZTF18abadmoc,0.058352593
Star,2,2459044.8844329,16.330702,ZTF18abadmoc,0.04803057
Star,2,2459044.8829745,15.961011,ZTF18abadmoc,0.08862549
Star,1,2459044.8677199,17.383896,ZTF18abadmoc,0.044797152
Star,1,2459044.8440162,17.247114,ZTF18abadmoc,0.05737169
Star,1,2459043.8739236,17.412819,ZTF18abadmoc,0.071960725
Star,1,2459043.8445023,17.270091999999998,ZTF18abadmoc,0.09648445
Star,2,2459042.8854051,16.164698,ZTF18abadmoc,0.099189915
