d:cdsxmatch,i:fid,i:jd,i:magpsf,i:objectId,i:sigmapsf
TTau*,2,2459189.8474884,16.738947,ZTF18aaaanbu,0.04138977
TTau*,2,2459187.9513542,17.106829,ZTF18aaaanbu,0.045404706
TTau*,1,2459187.8803125,18.219524,ZTF18aaaanbu,0.08065773500000001
TTau*,2,2459184.9648611,16.692116,ZTF18aaaanbu,0.058331624000000006
TTau*,1,2459184.9365394,17.836937,ZTF18aaaanbu,0.06512007
TTau*,1,2459183.0065625,18.559256,ZTF18aaaanbu,0.11829321
TTau*,2,2459180.9512616,17.17181,ZTF18aaaanbu,0.05636162
TTau*,2,2459176.9213657,16.447433,ZTF18aaaanbu,0.035442173
TTau*,1,2459176.8865972,17.652843,ZTF18aaaanbu,0.05430864
TTau*,1,2459171.9014699,18.016973,ZTF18aaaanbu,0.05327849
TTau*,1,2459169.9692824,18.226633,ZTF18aaaanbu,0.07561972
TTau*,2,2459167.9716667,17.01302,ZTF18aaaanbu,0.045495063
TTau*,1,2459167.9072917,18.1618,ZTF18aaaanbu,0.09317671500000001
TTau*,2,2459164.0046759,16.736197,ZTF18aaaanbu,0.034256324000000005
TTau*,1,2459163.9386227,18.388155,ZTF18aaaanbu,0.09668232
TTau*,1,2459153.9207292,17.989525,ZTF18aaaanbu,0.06716929
TTau*,1,2459151.9656829,19.153055,ZTF18aaaanbu,0.15048961
TTau*,1,2459143.9361458,18.439116,ZTF18aaaanbu,0.083164096
TTau*,1,2459139.9407986,18.584618,ZTF18aaaanbu,0.1091398
TTau*,2,2459137.9999769,16.306211,ZTF18aaaanbu,0.036790885
TTau*,1,2459137.942338,17.520391,ZTF18aaaanbu,0.058561582
TTau*,2,2459126.9226505,16.542633,ZTF18aaaanbu,0.051477302
TTau*,2,2459126.9165394,16.535204,ZTF18aaaanbu,0.05675343
TTau*,1,2459125.0223958,18.534231,ZTF18aaaanbu,0.08676974500000001
TTau*,2,2459122.9920602,16.961693,ZTF18aaaanbu,0.07820659
TTau*,1,2459121.9304745,18.801046,ZTF18aaaanbu,0.11977786600000001
TTau*,1,2459120.9659259,17.602318,ZTF18aaaanbu,0.04724627
TTau*,1,2459118.9862269,17.75453,ZTF18aaaanbu,0.056915183
TTau*,2,2459096.9624074,17.025803,ZTF18aaaanbu,0.06827091
TTau*,1,2459095.9887153,17.84311,ZTF18aaaanbu,0.080055214
TTau*,2,2459095.9701852,16.597244,ZTF18aaaanbu,0.036596075000000006
TTau*,1,2459093.0047222,17.620144,ZTF18aaaanbu,0.050084814000000005
TTau*,2,2458917.6296528,16.600727,ZTF18aaaanbu,0.14937584
TTau*,2,2458909.6469444,17.427244,ZTF18aaaanbu,0.07036942
TTau*,2,2458909.6242593,17.402891,ZTF18aaaanbu,0.06328896
TTau*,2,2458900.6796759,17.213953,ZTF18aaaanbu,0.10656738
TTau*,1,2458899.690706,17.97801,ZTF18aaaanbu,0.06848234
TTau*,2,2458899.640787,16.918724,ZTF18aaaanbu,0.053865699999999996
TTau*,2,2458850.9524653,18.215204,ZTF18aaaanbu,0.09093019000000001
TTau*,2,2458836.9387153,16.72215,ZTF18aaaanbu,0.033648774
TTau*,2,2458833.8761343,17.44018,ZTF18aaaanbu,0.051866893000000004
TTau*,2,2458833.8275347,17.431843,ZTF18aaaanbu,0.06715059999999999
TTau*,2,2458827.83375,18.489407,ZTF18aaaanbu,0.13652112
TTau*,1,2458820.7349884,17.8975,ZTF18aaaanbu,0.0749073
TTau*,1,2458806.9756481,18.252066,ZTF18aaaanbu,0.08008537
TTau*,1,2458805.9999074,18.142555,ZTF18aaaanbu,0.09087986
TTau*,2,2458805.9730671,16.862015,ZTF18aaaanbu,0.04987467
TTau*,1,2458796.7902431,17.661861,ZTF18aaaanbu,0.06910963
TTau*,1,2458794.0234144,17.890741,ZTF18aaaanbu,0.057318390000000004
TTau*,2,2459829.9632407,18.495138,ZTF17aabvxyj,0.09615762
TTau*,2,2459812.9983681,17.337978,ZTF17aabvxyj,0.060503993000000006
TTau*,2,2459812.9958565,17.34241,ZTF17aabvxyj,0.060973004000000004
TTau*,2,2459812.9933449,17.350681,ZTF17aabvxyj,0.044925638000000004
TTau*,2,2459812.9908333,17.33225,ZTF17aabvxyj,0.045651652
TTau*,2,2459812.9883333,17.335472,ZTF17aabvxyj,0.05098895
TTau*,1,2459695.6772569,18.425112,ZTF17aabvxyj,0.100783154
TTau*,2,2459693.6741898,16.891674,ZTF17aabvxyj,0.047451560000000004
TTau*,1,2459687.6816898,17.80783,ZTF17aabvxyj,0.06522378
TTau*,1,2459685.677419,18.145157,ZTF17aabvxyj,0.0985426
TTau*,1,2459682.6750579,17.95201,ZTF17aabvxyj,0.07408178600000001
TTau*,2,2459682.6617593,17.961266,ZTF17aabvxyj,0.06728143
TTau*,2,2459679.7010417,18.511148,ZTF17aabvxyj,0.09889379
TTau*,1,2459679.6539815,18.005999,ZTF17aabvxyj,0.06990668
TTau*,1,2459676.7030903,19.396217,ZTF17aabvxyj,0.19394685
TTau*,2,2459674.7064236,17.686794,ZTF17aabvxyj,0.05738283
TTau*,1,2459671.7015509,18.100613,ZTF17aabvxyj,0.07252698
TTau*,2,2459671.6524306,18.941053,ZTF17aabvxyj,0.13799676
TTau*,1,2459640.7041782,18.810814,ZTF17aabvxyj,0.10444973
TTau*,2,2459638.6909722,18.4804,ZTF17aabvxyj,0.17767033000000002
TTau*,2,2459629.7382639,17.193008,ZTF17aabvxyj,0.045951433
TTau*,2,2459624.8247569,18.271017,ZTF17aabvxyj,0.1106964
TTau*,1,2459624.7332986,18.064583,ZTF17aabvxyj,0.06386478
TTau*,1,2459550.7951273,18.225468,ZTF17aabvxyj,0.07246906
TTau*,1,2459538.8772106,18.005545,ZTF17aabvxyj,0.08060429
TTau*,2,2459538.7948032,18.392924999999998,ZTF17aabvxyj,0.1020339
TTau*,1,2459536.9024306,19.397093,ZTF17aabvxyj,0.19695543000000001
TTau*,2,2459536.8956366,17.51409,ZTF17aabvxyj,0.056463804000000006
TTau*,1,2459529.8810069,17.897833,ZTF17aabvxyj,0.050126698000000004
TTau*,2,2459529.8626389,17.83511,ZTF17aabvxyj,0.049673773000000004
TTau*,1,2459523.9470833,18.122164,ZTF17aabvxyj,0.05720393
TTau*,1,2459521.8421644,18.548609,ZTF17aabvxyj,0.073518
TTau*,1,2459517.9683681,18.297897,ZTF17aabvxyj,0.07077752
TTau*,1,2459509.9203819,18.386543,ZTF17aabvxyj,0.07976731000000001
TTau*,2,2459503.9214699,17.605568,ZTF17aabvxyj,0.049734913000000006
TTau*,2,2459500.9856944,17.502008,ZTF17aabvxyj,0.055026192
TTau*,2,2459496.9611574,18.473356,ZTF17aabvxyj,0.07320987
TTau*,1,2459490.000463,17.762371,ZTF17aabvxyj,0.046394855000000006
TTau*,2,2459489.9648958,17.442875,ZTF17aabvxyj,0.04201628
TTau*,1,2459487.962338,18.088533,ZTF17aabvxyj,0.08348964
TTau*,1,2459480.9285648,18.415804,ZTF17aabvxyj,0.11774216600000001
TTau*,2,2459478.0012153,17.502964,ZTF17aabvxyj,0.051031023
TTau*,1,2459471.9978241,18.554468,ZTF17aabvxyj,0.12809037
TTau*,1,2459468.9698843,18.193453,ZTF17aabvxyj,0.07534239
TTau*,2,2459466.9747569,17.407703,ZTF17aabvxyj,0.051480934000000006
TTau*,1,2459466.951956,17.798365,ZTF17aabvxyj,0.052271772
TTau*,1,2459464.9720602,18.819424,ZTF17aabvxyj,0.12352884
TTau*,2,2459446.9990162,16.800379,ZTF17aabvxyj,0.045391962
TTau*,2,2459446.9939931,16.767853,ZTF17aabvxyj,0.036410876
TTau*,2,2459446.9914815,16.766024,ZTF17aabvxyj,0.046735860000000004
TTau*,1,2459328.6997801,18.086134,ZTF17aabvxyj,0.12285673600000001
TTau*,2,2459328.6645255,18.459007,ZTF17aabvxyj,0.11802991500000001
TTau*,2,2459321.7052199,18.487972,ZTF17aabvxyj,0.11970863500000001
TTau*,1,2459321.6633218,17.971062,ZTF17aabvxyj,0.06494994
TTau*,2,2459319.6605208,18.337313,ZTF17aabvxyj,0.075173005
TTau*,1,2459316.694294,18.46376,ZTF17aabvxyj,0.09859799999999999
TTau*,1,2459314.6945602,18.329367,ZTF17aabvxyj,0.073923744
TTau*,1,2459312.6944792,18.011799,ZTF17aabvxyj,0.060084872000000004
TTau*,1,2459310.656169,18.307444,ZTF17aabvxyj,0.061665950000000004
TTau*,2,2459308.6722454,17.395344,ZTF17aabvxyj,0.051775184
TTau*,1,2459308.6581019,17.775623,ZTF17aabvxyj,0.050054036
TTau*,2,2459306.7077431,16.658957,ZTF17aabvxyj,0.04307654
TTau*,1,2459303.6972454,17.804407,ZTF17aabvxyj,0.058331404
TTau*,2,2459303.6554398,17.584917,ZTF17aabvxyj,0.059517723
TTau*,1,2459301.7145255,18.179249,ZTF17aabvxyj,0.10424889999999999
TTau*,2,2459301.677037,18.181454,ZTF17aabvxyj,0.09820811
TTau*,2,2459297.7111806,18.20379,ZTF17aabvxyj,0.07998026
TTau*,2,2459292.6954282,17.172333,ZTF17aabvxyj,0.037014306000000004
TTau*,1,2459292.650463,19.45435,ZTF17aabvxyj,0.18232562
TTau*,1,2459290.7022106,17.836082,ZTF17aabvxyj,0.059719685
TTau*,2,2459278.6517014,17.389393,ZTF17aabvxyj,0.038397785000000004
TTau*,1,2459273.6393866,17.950696999999998,ZTF17aabvxyj,0.06510333
TTau*,2,2459271.7578356,17.17298,ZTF17aabvxyj,0.04219022
TTau*,1,2459269.714919,17.792794999999998,ZTF17aabvxyj,0.04889124
TTau*,2,2459266.7138657,16.74953,ZTF17aabvxyj,0.03427235
TTau*,2,2459255.7635532,17.663527,ZTF17aabvxyj,0.044555232
TTau*,1,2459255.6909144,17.813122,ZTF17aabvxyj,0.05046826
TTau*,1,2459251.7563542,17.892033,ZTF17aabvxyj,0.04795933
TTau*,2,2459251.7284144,17.662264,ZTF17aabvxyj,0.05090136
TTau*,1,2459249.7163079,18.19423,ZTF17aabvxyj,0.104492866
TTau*,1,2459233.8229051,18.35489,ZTF17aabvxyj,0.06487223
TTau*,2,2459233.7759838,18.604816,ZTF17aabvxyj,0.09259048
TTau*,2,2459231.8127199,17.585539,ZTF17aabvxyj,0.048762344000000006
TTau*,1,2459231.7327778,17.901825,ZTF17aabvxyj,0.05631847
TTau*,2,2459227.7823727,17.565624,ZTF17aabvxyj,0.05601047
TTau*,1,2459227.7291088,17.79923,ZTF17aabvxyj,0.048430894
TTau*,1,2459225.7153356,19.254704,ZTF17aabvxyj,0.12407016
TTau*,1,2459223.8199653,18.261253,ZTF17aabvxyj,0.06618635
TTau*,2,2459219.799375,17.5177,ZTF17aabvxyj,0.045669499999999995
TTau*,1,2459219.7755671,17.766783,ZTF17aabvxyj,0.047127243000000006
TTau*,1,2459215.817419,17.808355,ZTF17aabvxyj,0.08949106
TTau*,2,2459215.7787963,17.71742,ZTF17aabvxyj,0.07508164
TTau*,1,2459205.8731019,17.952559,ZTF17aabvxyj,0.06058542
TTau*,2,2459205.8255556,17.991877,ZTF17aabvxyj,0.07735707600000001
TTau*,2,2459203.7471991,16.290062,ZTF17aabvxyj,0.025987621000000002
TTau*,1,2459200.9154282,18.212955,ZTF17aabvxyj,0.07417558
TTau*,2,2459198.7828009,17.188828,ZTF17aabvxyj,0.04328556
TTau*,1,2459196.9019907,17.938215,ZTF17aabvxyj,0.05455326
TTau*,2,2459196.8599306,18.358395,ZTF17aabvxyj,0.06930632
TTau*,1,2459194.9170139,18.69662,ZTF17aabvxyj,0.09673688600000001
TTau*,2,2459192.8522685,17.753807,ZTF17aabvxyj,0.07326377
TTau*,1,2459189.9014583,18.653336,ZTF17aabvxyj,0.08283152
TTau*,1,2459187.8803125,18.593449,ZTF17aabvxyj,0.10233092
TTau*,1,2459184.9365394,18.990473,ZTF17aabvxyj,0.14034957
TTau*,1,2459183.0065625,18.222631,ZTF17aabvxyj,0.08448543400000001
TTau*,1,2459178.9270486,17.95957,ZTF17aabvxyj,0.030420417
TTau*,1,2459176.8865972,17.971855,ZTF17aabvxyj,0.07510475
TTau*,1,2459169.9692824,17.862555,ZTF17aabvxyj,0.057410132
TTau*,2,2459169.9050694,17.920698,ZTF17aabvxyj,0.06362882
TTau*,2,2459167.9716667,16.272305,ZTF17aabvxyj,0.03421649
TTau*,1,2459167.9072917,18.140526,ZTF17aabvxyj,0.08037801
TTau*,1,2459165.8819676,18.066957,ZTF17aabvxyj,0.0542157
TTau*,2,2459155.9573495,17.927458,ZTF17aabvxyj,0.09608727
TTau*,1,2459155.9000463,17.906267,ZTF17aabvxyj,0.07321441000000001
TTau*,2,2459153.9642014,16.735348,ZTF17aabvxyj,0.04251917
TTau*,1,2459151.9656829,18.269712,ZTF17aabvxyj,0.07589205
TTau*,2,2459143.9629514,18.507275,ZTF17aabvxyj,0.11723342
TTau*,1,2459141.9425347,18.009695,ZTF17aabvxyj,0.049747113
TTau*,2,2459137.9999769,18.593801,ZTF17aabvxyj,0.08573135
TTau*,1,2459137.942338,18.289988,ZTF17aabvxyj,0.07790478
TTau*,2,2459126.9226505,16.67353,ZTF17aabvxyj,0.033947866
TTau*,2,2459126.9165394,16.69232,ZTF17aabvxyj,0.04340434
TTau*,1,2459125.0223958,17.890663,ZTF17aabvxyj,0.06826839
TTau*,2,2459124.979456,17.738195,ZTF17aabvxyj,0.061297387
TTau*,2,2459124.8931713,17.751736,ZTF17aabvxyj,0.07384813600000001
TTau*,2,2459122.9920602,16.408746999999998,ZTF17aabvxyj,0.026676705000000002
TTau*,2,2459121.0159606,17.452341,ZTF17aabvxyj,0.054952815
TTau*,1,2459120.9659259,17.785631,ZTF17aabvxyj,0.05557754
TTau*,1,2459118.9862269,18.24927,ZTF17aabvxyj,0.06424487
TTau*,1,2459093.0047222,17.828648,ZTF17aabvxyj,0.041586336
TTau*,2,2458956.6650347,16.84408,ZTF17aabvxyj,0.035461730000000004
TTau*,1,2458914.6865278,17.865461,ZTF17aabvxyj,0.13815176
TTau*,2,2458903.6680208,17.480482,ZTF17aabvxyj,0.044411365
TTau*,1,2458903.6300116,17.792269,ZTF17aabvxyj,0.052930206
TTau*,1,2458903.6213194,17.814678,ZTF17aabvxyj,0.04672342
TTau*,2,2458900.6796759,17.468859,ZTF17aabvxyj,0.042043830000000004
TTau*,1,2458899.690706,17.804653,ZTF17aabvxyj,0.054091850000000004
TTau*,2,2458899.640787,17.579626,ZTF17aabvxyj,0.060938675000000005
TTau*,1,2458887.7115394,18.119352,ZTF17aabvxyj,0.09573986
TTau*,2,2458887.6654282,18.185478,ZTF17aabvxyj,0.07751582600000001
TTau*,1,2458877.7116782,17.75662,ZTF17aabvxyj,0.06299661
TTau*,1,2458867.7221991,18.079836,ZTF17aabvxyj,0.056379795
TTau*,2,2458860.7736921,18.302633,ZTF17aabvxyj,0.109758675
TTau*,2,2458860.7613194,18.35054,ZTF17aabvxyj,0.10052828
TTau*,2,2458846.776412,17.877869,ZTF17aabvxyj,0.06554099000000001
TTau*,1,2458846.7491667,17.923367,ZTF17aabvxyj,0.05305351
TTau*,2,2458836.9387153,18.121479,ZTF17aabvxyj,0.07761803
TTau*,2,2458833.8761343,18.182203,ZTF17aabvxyj,0.0938741
TTau*,2,2458833.8275347,18.133183,ZTF17aabvxyj,0.06762449999999999
TTau*,1,2458820.7349884,18.66066,ZTF17aabvxyj,0.15004978
TTau*,1,2458806.9756481,17.90276,ZTF17aabvxyj,0.061113615
TTau*,1,2458805.9999074,17.934034,ZTF17aabvxyj,0.066673234
TTau*,2,2458805.9730671,18.303347,ZTF17aabvxyj,0.066762075
TTau*,2,2458799.9437269,16.643759,ZTF17aabvxyj,0.03592497
TTau*,2,2458799.8594907,16.637897,ZTF17aabvxyj,0.04086643
TTau*,1,2458796.7902431,18.226843,ZTF17aabvxyj,0.10736855000000001
TTau*,1,2458794.0234144,18.395582,ZTF17aabvxyj,0.07848849000000001
SB*,1,2459120.9659259,19.556631,ZTF18abykaux,0.16213597
SB*,1,2458796.7902431,18.749842,ZTF18abykaux,0.20934622
TTau*,2,2459829.9632407,16.774342,ZTF17aaanrhy,0.07886667500000001
TTau*,2,2459814.9974537,17.075352,ZTF17aaanrhy,0.06780803
TTau*,2,2459812.9983681,17.03785,ZTF17aaanrhy,0.064311385
TTau*,2,2459812.9958565,16.99096,ZTF17aaanrhy,0.110963106
TTau*,2,2459812.9933449,17.0063,ZTF17aaanrhy,0.10372938
TTau*,2,2459812.9908333,16.99595,ZTF17aaanrhy,0.08516386000000001
TTau*,2,2459811.9914468,17.161268,ZTF17aaanrhy,0.09086782
TTau*,2,2459811.9889468,17.106745,ZTF17aaanrhy,0.06087929
TTau*,1,2459695.6772569,19.118057,ZTF17aaanrhy,0.19782954
TTau*,2,2459693.6741898,17.66132,ZTF17aaanrhy,0.06497496
TTau*,2,2459685.6991319,16.655704,ZTF17aaanrhy,0.04581084
TTau*,1,2459685.677419,18.275581,ZTF17aaanrhy,0.10394524000000001
TTau*,1,2459682.6750579,17.658129,ZTF17aaanrhy,0.06653521
TTau*,2,2459682.6617593,18.15549,ZTF17aaanrhy,0.14364667
TTau*,2,2459679.7010417,16.854733,ZTF17aaanrhy,0.047297860000000004
TTau*,1,2459679.6539815,19.296072,ZTF17aaanrhy,0.15494789
TTau*,1,2459676.7030903,16.860395,ZTF17aaanrhy,0.04744619
TTau*,2,2459674.7064236,17.077707,ZTF17aaanrhy,0.050791845
TTau*,1,2459671.7015509,18.054173,ZTF17aaanrhy,0.07832264
TTau*,2,2459671.6524306,16.060057,ZTF17aaanrhy,0.026276851
TTau*,2,2459640.739537,16.659042,ZTF17aaanrhy,0.020071091000000003
TTau*,1,2459638.6730903,18.67814,ZTF17aaanrhy,0.12875435
TTau*,2,2459629.7382639,16.9814,ZTF17aaanrhy,0.04844162
TTau*,1,2459629.7155903,18.532026,ZTF17aaanrhy,0.09902893
Fail,2,2459627.8198032,17.537945,ZTF17aaanrhy,0.07726475000000001
Fail,1,2459627.7124306,17.248676,ZTF17aaanrhy,0.043306727
TTau*,1,2459624.7332986,18.715313,ZTF17aaanrhy,0.1293184
TTau*,1,2459550.7951273,18.479446,ZTF17aaanrhy,0.09303184
TTau*,2,2459536.8956366,17.00693,ZTF17aaanrhy,0.050727673
TTau*,1,2459531.8787384,18.567978,ZTF17aaanrhy,0.091492295
TTau*,1,2459529.8810069,18.574764,ZTF17aaanrhy,0.096100904
TTau*,1,2459525.9786574,18.607988,ZTF17aaanrhy,0.09955754
TTau*,2,2459523.9984144,16.987982,ZTF17aaanrhy,0.07418124
TTau*,1,2459523.9470833,18.894869,ZTF17aaanrhy,0.10752386
TTau*,2,2459521.9486458,16.752378,ZTF17aaanrhy,0.053054623
TTau*,2,2459518.0044213,16.727427,ZTF17aaanrhy,0.05343246
TTau*,1,2459509.9203819,18.663767,ZTF17aaanrhy,0.11844834
TTau*,2,2459500.9856944,16.631939,ZTF17aaanrhy,0.03198962
TTau*,1,2459500.9430093,17.07879,ZTF17aaanrhy,0.039520625000000004
TTau*,1,2459490.000463,17.673561,ZTF17aaanrhy,0.06486413
TTau*,2,2459489.9648958,17.47938,ZTF17aaanrhy,0.12516882000000001
TTau*,2,2459487.9867708,16.765217,ZTF17aaanrhy,0.03803816
TTau*,1,2459487.962338,18.842133,ZTF17aaanrhy,0.15274859999999998
TTau*,2,2459480.9726042,17.120895,ZTF17aaanrhy,0.083315134
TTau*,1,2459477.9667593,17.611748,ZTF17aaanrhy,0.06737367
TTau*,1,2459474.9477083,18.822348,ZTF17aaanrhy,0.15852444000000002
TTau*,1,2459471.9978241,18.906664,ZTF17aaanrhy,0.12755315
TTau*,2,2459471.9689699,16.649073,ZTF17aaanrhy,0.042315457
TTau*,1,2459468.9698843,18.559904,ZTF17aaanrhy,0.10709388
TTau*,1,2459466.951956,17.776865,ZTF17aaanrhy,0.06684369999999999
TTau*,2,2459464.9935069,16.353981,ZTF17aaanrhy,0.06225292
TTau*,1,2459464.9720602,17.616877,ZTF17aaanrhy,0.051164627000000004
TTau*,2,2459449.9980324,16.620584,ZTF17aaanrhy,0.06405283
TTau*,2,2459449.992963,16.629192,ZTF17aaanrhy,0.04052448
TTau*,2,2459449.9904282,16.52731,ZTF17aaanrhy,0.06510731
TTau*,2,2459449.9879051,16.645159,ZTF17aaanrhy,0.07051832
TTau*,2,2459446.9990162,16.53985,ZTF17aaanrhy,0.045464747
TTau*,2,2459446.9965046,16.54003,ZTF17aaanrhy,0.045523524
TTau*,2,2459446.9939931,16.559343,ZTF17aaanrhy,0.04871673
TTau*,2,2459446.9914815,16.59507,ZTF17aaanrhy,0.04082867
TTau*,1,2459319.6858565,17.891312,ZTF17aaanrhy,0.061154258
TTau*,2,2459316.661412,16.611925,ZTF17aaanrhy,0.059244316000000005
TTau*,1,2459314.6945602,18.378094,ZTF17aaanrhy,0.101358585
TTau*,1,2459312.6944792,18.674479,ZTF17aaanrhy,0.12303971500000001
TTau*,1,2459310.656169,17.36884,ZTF17aaanrhy,0.049768772
TTau*,2,2459308.6722454,15.967446,ZTF17aaanrhy,0.040643174000000004
TTau*,1,2459308.6581019,17.050718,ZTF17aaanrhy,0.044481467000000004
TTau*,2,2459306.7077431,16.884301999999998,ZTF17aaanrhy,0.079902284
TTau*,1,2459301.7145255,17.086758,ZTF17aaanrhy,0.045627713
TTau*,2,2459301.677037,16.17623,ZTF17aaanrhy,0.040843043
TTau*,1,2459292.650463,17.427687,ZTF17aaanrhy,0.05368862
TTau*,1,2459290.7022106,18.37093,ZTF17aaanrhy,0.09819420400000001
TTau*,2,2459278.6517014,17.21078,ZTF17aaanrhy,0.052643550000000004
TTau*,2,2459275.7463657,17.349936,ZTF17aaanrhy,0.05434648
TTau*,1,2459275.6511458,19.261644,ZTF17aaanrhy,0.11953844
TTau*,1,2459273.6393866,18.024477,ZTF17aaanrhy,0.07417278000000001
TTau*,1,2459271.7249537,18.46232,ZTF17aaanrhy,0.096352555
TTau*,1,2459269.714919,18.648312,ZTF17aaanrhy,0.12246946
TTau*,1,2459255.6909144,18.094124,ZTF17aaanrhy,0.08370522400000001
TTau*,1,2459253.700544,17.97994,ZTF17aaanrhy,0.06458919
TTau*,1,2459251.7563542,17.726067,ZTF17aaanrhy,0.06313948
TTau*,2,2459249.8179514,16.86673,ZTF17aaanrhy,0.041706964
TTau*,1,2459249.7163079,18.79126,ZTF17aaanrhy,0.10509969
TTau*,2,2459231.8127199,16.587729,ZTF17aaanrhy,0.04517097
TTau*,1,2459231.7327778,18.535332,ZTF17aaanrhy,0.08042498000000001
TTau*,1,2459229.7981597,18.243832,ZTF17aaanrhy,0.08178642
TTau*,2,2459227.7823727,17.59317,ZTF17aaanrhy,0.09623756
TTau*,1,2459225.7153356,17.880406999999998,ZTF17aaanrhy,0.06312272000000001
TTau*,1,2459223.8199653,19.056671,ZTF17aaanrhy,0.11313540500000001
TTau*,1,2459219.7755671,19.557579,ZTF17aaanrhy,0.20991355
TTau*,1,2459215.817419,18.175482,ZTF17aaanrhy,0.12659948000000001
TTau*,2,2459215.7787963,16.857203,ZTF17aaanrhy,0.046812203000000004
TTau*,1,2459203.8432986,18.278126,ZTF17aaanrhy,0.073130675
TTau*,1,2459200.9154282,18.35513,ZTF17aaanrhy,0.08082471000000001
TTau*,1,2459198.8592593,19.62783,ZTF17aaanrhy,0.18374564000000002
TTau*,1,2459196.9019907,18.220886,ZTF17aaanrhy,0.07722465
TTau*,2,2459196.8599306,16.781393,ZTF17aaanrhy,0.045305707
TTau*,1,2459189.9014583,17.707727,ZTF17aaanrhy,0.06566994
TTau*,2,2459189.8474884,17.359945,ZTF17aaanrhy,0.11615839
TTau*,2,2459187.9513542,16.106829,ZTF17aaanrhy,0.028262112000000002
TTau*,1,2459187.8803125,16.841524,ZTF17aaanrhy,0.042161997
TTau*,2,2459184.9648611,16.678116,ZTF17aaanrhy,0.057480067
TTau*,1,2459184.9365394,18.630936,ZTF17aaanrhy,0.13584651
TTau*,2,2459182.9420255,16.984089,ZTF17aaanrhy,0.06869057
TTau*,2,2459180.9512616,16.98081,ZTF17aaanrhy,0.039784674
TTau*,1,2459176.8865972,17.515844,ZTF17aaanrhy,0.046752658
TTau*,1,2459171.9014699,18.071974,ZTF17aaanrhy,0.07135512000000001
TTau*,1,2459169.9692824,17.924633,ZTF17aaanrhy,0.058973870000000005
TTau*,1,2459167.9072917,18.0908,ZTF17aaanrhy,0.06749016000000001
TTau*,1,2459163.9386227,18.015156,ZTF17aaanrhy,0.05829375
TTau*,1,2459155.9000463,18.235073,ZTF17aaanrhy,0.06917017
TTau*,1,2459153.9207292,18.792524,ZTF17aaanrhy,0.1316696
TTau*,1,2459151.9656829,18.818056,ZTF17aaanrhy,0.12859175
TTau*,2,2459141.9972106,16.793228,ZTF17aaanrhy,0.047651622000000005
TTau*,1,2459141.9425347,18.4313,ZTF17aaanrhy,0.0922293
TTau*,1,2459139.9407986,16.857618,ZTF17aaanrhy,0.051128555000000006
TTau*,2,2459126.9165394,17.020203,ZTF17aaanrhy,0.062472770000000004
TTau*,2,2459124.979456,16.564505,ZTF17aaanrhy,0.06158536
TTau*,1,2459121.9304745,18.018045,ZTF17aaanrhy,0.09509082
TTau*,1,2459120.9659259,17.404318,ZTF17aaanrhy,0.054263044
TTau*,2,2459119.0078009,16.896948,ZTF17aaanrhy,0.047386624
TTau*,1,2459118.9862269,17.79853,ZTF17aaanrhy,0.054985855
TTau*,2,2459096.9624074,16.290802,ZTF17aaanrhy,0.035222568
TTau*,2,2459095.9701852,16.623243,ZTF17aaanrhy,0.050373424
TTau*,1,2458956.693669,19.218596,ZTF17aaanrhy,0.15990007
TTau*,2,2458956.6650347,17.394033,ZTF17aaanrhy,0.11407797
TTau*,1,2458914.6865278,16.972631,ZTF17aaanrhy,0.074184716
TTau*,1,2458909.7054051,18.556871,ZTF17aaanrhy,0.17201395
TTau*,2,2458909.6469444,17.042246,ZTF17aaanrhy,0.05733805
TTau*,2,2458909.6242593,17.07089,ZTF17aaanrhy,0.06328896
TTau*,1,2458903.6300116,18.0218,ZTF17aaanrhy,0.07003622500000001
TTau*,1,2458903.6213194,18.040886,ZTF17aaanrhy,0.070969984
TTau*,2,2458900.6796759,16.966953,ZTF17aaanrhy,0.068372875
TTau*,1,2458877.7116782,17.418198,ZTF17aaanrhy,0.05345769
Fail,1,2458867.7221991,18.970915,ZTF17aaanrhy,0.13458435
TTau*,2,2458860.7613194,17.465858,ZTF17aaanrhy,0.105559975
TTau*,2,2458846.776412,17.386623,ZTF17aaanrhy,0.07759614000000001
TTau*,1,2458846.7491667,19.141916,ZTF17aaanrhy,0.11404304
TTau*,2,2458836.9387153,16.505152,ZTF17aaanrhy,0.048130527000000006
TTau*,1,2458820.7349884,17.1005,ZTF17aaanrhy,0.055171244
Orion_V*,2,2459814.9974537,17.76235,ZTF17aabgouq,0.07583793
Orion_V*,2,2459814.989919,17.766634,ZTF17aabgouq,0.07002547
Orion_V*,2,2459813.9989005,16.983858,ZTF17aabgouq,0.046706952
Orion_V*,2,2459813.9963889,16.94935,ZTF17aabgouq,0.059693974000000004
Orion_V*,2,2459813.9938773,16.94085,ZTF17aabgouq,0.05949649
Orion_V*,2,2459813.9913773,16.991894,ZTF17aabgouq,0.055735335000000004
Orion_V*,2,2459813.9888657,17.034552,ZTF17aabgouq,0.0778856
Orion_V*,2,2459812.9983681,17.03385,ZTF17aabgouq,0.06386166
Orion_V*,2,2459812.9958565,16.98196,ZTF17aabgouq,0.05457941400000001
Orion_V*,2,2459812.9933449,17.1313,ZTF17aabgouq,0.06393664
Orion_V*,2,2459812.9908333,16.98995,ZTF17aabgouq,0.067513324
Orion_V*,2,2459811.9964583,16.642859,ZTF17aabgouq,0.03366081
